ID,Target
2672,0.0
2673,1.0
2675,1.0
2676,0.0
2682,1.0
2683,1.0
2684,0.0
2687,1.0
2689,1.0
2691,0.0
2692,1.0
2693,0.0
2694,0.0
2697,0.0
2698,1.0
2699,1.0
2700,1.0
2701,0.0
2703,1.0
2704,0.0
2705,0.0
2707,1.0
2709,0.0
2712,1.0
2713,0.0
2717,1.0
2718,0.0
2720,1.0
2722,0.0
2724,0.0
2727,0.0
2730,1.0
2733,1.0
2734,0.0
2735,0.0
2736,1.0
2737,1.0
2738,1.0
2739,0.0
2744,1.0
2746,1.0
2747,0.0
2748,0.0
2750,1.0
2751,1.0
2754,0.0
2755,1.0
2759,1.0
2763,0.0
2765,1.0
2766,0.0
2769,0.0
2770,1.0
2773,0.0
2775,0.0
2790,1.0
2795,1.0
2796,0.0
2797,0.0
2799,1.0
2800,0.0
2803,0.0
2804,1.0
2808,1.0
2810,1.0
2812,0.0
2813,1.0
2816,0.0
2817,0.0
2818,0.0
2819,1.0
2821,1.0
2823,1.0
2824,1.0
2825,0.0
2826,1.0
2827,0.0
2834,0.0
2840,0.0
2842,1.0
2845,1.0
2846,1.0
2847,0.0
2848,0.0
2852,0.0
2854,0.0
2867,1.0
2871,0.0
2873,0.0
2877,1.0
2881,1.0
2882,0.0
2884,1.0
2890,0.0
2891,1.0
2893,0.0
2896,0.0
2902,1.0
2904,1.0
2906,0.0
2907,1.0
2908,1.0
2913,1.0
2915,0.0
2916,0.0
2917,1.0
2923,1.0
2928,0.0
2929,0.0
2930,1.0
2935,0.0
2938,0.0
2939,1.0
2941,0.0
2945,1.0
2946,0.0
2948,1.0
2951,0.0
2954,0.0
2957,1.0
2958,1.0
2963,0.0
2968,0.0
2970,1.0
2973,1.0
2976,1.0
2978,0.0
2979,0.0
2984,0.0
2988,1.0
2993,1.0
2994,0.0
2997,0.0
2998,1.0
3000,1.0
3002,1.0
3007,0.0
3008,0.0
3009,0.0
3016,0.0
3017,1.0
3020,1.0
3022,0.0
3026,1.0
3027,0.0
3028,1.0
3031,0.0
3041,0.0
3042,1.0
3043,0.0
3044,0.0
3045,0.0
3047,1.0
3048,0.0
3056,0.0
3057,0.0
3060,1.0
3062,1.0
3067,1.0
3070,0.0
3075,1.0
3081,1.0
3087,0.0
3094,1.0
3098,1.0
3100,1.0
3101,0.0
3102,1.0
3104,0.0
3106,1.0
3110,1.0
3111,0.0
3113,1.0
3120,0.0
3122,0.0
3128,0.0
3129,0.0
3130,0.0
3132,0.0
3134,1.0
3135,1.0
3138,0.0
3140,1.0
3141,0.0
3142,0.0
3148,1.0
3150,0.0
3151,0.0
3152,1.0
3154,0.0
3155,0.0
3159,1.0
3161,1.0
3164,0.0
3165,0.0
3167,0.0
3168,1.0
3172,0.0
3175,1.0
3177,1.0
3181,0.0
3188,1.0
3190,1.0
3191,1.0
3192,1.0
3196,0.0
3197,0.0
3198,0.0
3199,1.0
3206,0.0
3208,1.0
3214,0.0
3219,1.0
3224,0.0
3236,0.0
3238,0.0
3240,0.0
3241,1.0
3242,1.0
3246,1.0
3247,1.0
3248,0.0
3250,1.0
3253,1.0
3254,0.0
3258,1.0
3259,1.0
3264,0.0
3270,0.0
3273,1.0
3274,0.0
3284,0.0
3288,1.0
3291,0.0
3296,0.0
3297,1.0
3298,0.0
3299,1.0
3300,1.0
3302,0.0
3304,0.0
3305,1.0
3309,0.0
3313,1.0
3316,0.0
3317,1.0
3320,1.0
3323,0.0
3326,1.0
3328,0.0
3329,0.0
3335,0.0
3338,0.0
3341,0.0
3346,0.0
3349,0.0
3350,1.0
3351,1.0
3353,1.0
3354,1.0
3355,1.0
3357,1.0
3359,1.0
3360,0.0
3363,0.0
3365,0.0
3368,0.0
3372,0.0
3378,1.0
3379,1.0
3381,1.0
3383,0.0
3386,0.0
3387,0.0
3389,0.0
3390,1.0
3391,1.0
3392,0.0
3393,0.0
3394,1.0
3397,0.0
3399,1.0
3402,0.0
3405,1.0
3406,1.0
3407,1.0
3408,1.0
3413,0.0
3420,0.0
3424,0.0
3428,1.0
3429,0.0
3432,0.0
3433,0.0
3434,0.0
3436,1.0
3443,0.0
3445,1.0
3446,1.0
3449,1.0
3451,1.0
3457,1.0
3459,0.0
3467,1.0
3470,1.0
3475,0.0
3476,0.0
3483,1.0
3490,0.0
3492,0.0
3494,0.0
3499,1.0
3501,1.0
3506,0.0
3511,1.0
3516,0.0
3520,0.0
3526,0.0
3527,0.0
3533,0.0
3539,0.0
3540,0.0
3541,1.0
3546,0.0
3547,1.0
3550,0.0
3557,0.0
3562,0.0
3570,0.0
3572,1.0
3575,0.0
3576,0.0
3578,0.0
3580,1.0
3584,0.0
3588,0.0
3591,0.0
3593,0.0
3594,0.0
3596,0.0
3599,1.0
3600,0.0
3602,0.0
3603,0.0
3606,0.0
3609,0.0
3611,1.0
3612,0.0
3613,0.0
3614,1.0
3616,1.0
3617,1.0
3624,1.0
3630,1.0
3635,0.0
3637,1.0
3639,1.0
3642,0.0
3646,0.0
3647,0.0
3650,0.0
3651,1.0
3656,0.0
3657,0.0
3659,0.0
3664,0.0
3669,0.0
3671,0.0
3673,1.0
3674,1.0
3680,1.0
3681,0.0
3688,1.0
3691,0.0
3693,1.0
3697,0.0
3698,1.0
3701,1.0
3704,0.0
3705,0.0
3706,0.0
3708,1.0
3710,0.0
3714,1.0
3717,0.0
3728,0.0
3729,1.0
3730,1.0
3731,0.0
3732,1.0
3734,1.0
3737,0.0
3739,0.0
3749,0.0
3751,1.0
3753,0.0
3755,1.0
3756,0.0
3757,0.0
3759,1.0
3760,0.0
3763,1.0
3768,0.0
3769,1.0
3771,1.0
3773,0.0
3774,1.0
3781,1.0
3782,0.0
3784,0.0
3786,1.0
3787,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3806,1.0
3810,0.0
3814,1.0
3815,0.0
3816,0.0
3820,0.0
3824,1.0
3825,1.0
3827,0.0
3828,0.0
3829,1.0
3831,0.0
3835,1.0
3836,1.0
3837,1.0
3839,1.0
3841,0.0
3843,1.0
3844,0.0
3849,1.0
3855,0.0
3858,1.0
3859,1.0
3861,0.0
3864,0.0
3866,0.0
3867,1.0
3869,1.0
3875,1.0
3880,0.0
3886,1.0
3889,0.0
3895,1.0
3898,1.0
3900,0.0
3901,1.0
3902,1.0
3907,0.0
3908,1.0
3909,0.0
3911,0.0
3919,1.0
3923,1.0
3924,1.0
3927,0.0
3929,0.0
3932,1.0
3933,1.0
3934,0.0
3940,1.0
3944,0.0
3945,0.0
3946,0.0
3947,0.0
3949,0.0
3952,1.0
3953,0.0
3960,1.0
3961,0.0
3963,1.0
3964,1.0
3965,1.0
3966,0.0
3967,0.0
3968,1.0
3969,1.0
3971,0.0
3972,0.0
3973,1.0
3975,0.0
3976,1.0
3977,0.0
3979,1.0
3985,1.0
3986,1.0
3988,1.0
3990,0.0
3991,0.0
3994,1.0
3997,0.0
3998,1.0
3999,0.0
4001,0.0
4010,1.0
4012,0.0
4014,1.0
4016,0.0
4017,0.0
4020,0.0
4023,0.0
4024,0.0
4026,1.0
4029,1.0
4030,0.0
4034,0.0
4035,0.0
4036,0.0
4041,1.0
4046,1.0
4047,0.0
4057,0.0
4058,0.0
4059,1.0
4062,0.0
4066,1.0
4068,0.0
4070,0.0
4072,1.0
4073,1.0
4077,1.0
4085,0.0
4086,1.0
4090,1.0
4091,0.0
4093,1.0
4094,0.0
4095,0.0
4096,0.0
4097,1.0
4103,0.0
4105,1.0
4107,1.0
4112,0.0
4113,1.0
4115,0.0
4116,0.0
4119,1.0
4120,0.0
4121,1.0
4125,0.0
4127,0.0
4129,1.0
4131,1.0
4135,0.0
4136,1.0
4138,0.0
4139,0.0
4142,1.0
4144,1.0
4147,0.0
4155,1.0
4156,1.0
4159,1.0
4160,0.0
4161,1.0
4162,0.0
4164,1.0
4168,1.0
4172,1.0
4182,1.0
4183,0.0
4185,1.0
4186,0.0
4188,1.0
4189,0.0
4192,0.0
4193,0.0
4199,1.0
4202,1.0
4203,0.0
4206,0.0
4207,0.0
4208,0.0
4209,1.0
4211,1.0
4212,0.0
4214,1.0
4219,0.0
4220,1.0
4222,0.0
4224,1.0
4228,1.0
4229,0.0
4230,0.0
4231,0.0
4235,1.0
4239,0.0
4240,1.0
4241,0.0
4257,0.0
4258,1.0
4259,1.0
4262,1.0
4266,0.0
4270,1.0
4271,1.0
4275,1.0
4276,1.0
4279,1.0
4280,1.0
4282,0.0
4283,0.0
4284,1.0
4286,0.0
4290,1.0
4293,0.0
4295,1.0
4296,1.0
4297,0.0
4298,1.0
4301,1.0
4302,0.0
4305,1.0
4309,1.0
4312,0.0
4314,1.0
4319,0.0
4320,1.0
4321,1.0
4322,0.0
4331,0.0
4332,1.0
4334,1.0
4335,1.0
4336,1.0
4337,1.0
4339,0.0
4340,1.0
4341,1.0
4342,0.0
4343,1.0
4344,1.0
4345,0.0
4348,0.0
4350,1.0
4351,1.0
4355,0.0
4356,1.0
4359,0.0
4361,1.0
4372,1.0
4373,0.0
4379,0.0
4380,0.0
4383,1.0
4387,0.0
4389,1.0
4390,0.0
4391,0.0
4393,0.0
4394,1.0
4395,1.0
4399,1.0
4401,0.0
4403,1.0
4407,1.0
4410,1.0
4414,1.0
4418,0.0
4419,1.0
4423,1.0
4424,1.0
4425,1.0
4426,1.0
4429,0.0
4430,0.0
4433,0.0
4434,0.0
4435,1.0
4436,1.0
4437,0.0
4438,1.0
4439,1.0
4440,1.0
4451,0.0
4453,0.0
4454,0.0
4457,0.0
4458,1.0
4459,0.0
4460,0.0
4463,0.0
4466,0.0
4467,1.0
4470,0.0
4473,0.0
4479,0.0
4481,0.0
4483,1.0
4486,0.0
4487,0.0
4488,0.0
4489,1.0
4490,0.0
4493,0.0
4495,0.0
4497,0.0
4498,1.0
4499,0.0
4500,1.0
4509,0.0
4514,1.0
4516,1.0
4518,1.0
4521,0.0
4522,0.0
4526,1.0
4529,0.0
4530,0.0
4532,0.0
4533,0.0
4534,1.0
4537,1.0
4541,1.0
4544,0.0
4545,0.0
4549,0.0
4552,0.0
4553,1.0
4554,0.0
4556,1.0
4566,1.0
4571,1.0
4577,1.0
4578,0.0
4582,0.0
4583,0.0
4586,1.0
4589,0.0
4590,1.0
4592,0.0
4593,0.0
4594,1.0
4597,0.0
4601,0.0
4602,1.0
4607,0.0
4611,1.0
4612,1.0
4615,1.0
4616,0.0
4618,0.0
4619,0.0
4622,0.0
4623,0.0
4631,1.0
4633,0.0
4634,0.0
4638,0.0
4642,1.0
4643,1.0
4644,1.0
4649,1.0
4650,1.0
4652,0.0
4655,1.0
4656,0.0
4659,0.0
4660,1.0
4661,0.0
4662,1.0
4665,1.0
4669,0.0
4671,1.0
4672,0.0
4673,1.0
4679,1.0
4680,1.0
4681,0.0
4683,0.0
4685,0.0
4689,1.0
4695,0.0
4697,1.0
4698,0.0
4699,0.0
4700,0.0
4714,1.0
4718,1.0
4719,0.0
4720,0.0
4722,0.0
4723,0.0
4725,0.0
4728,0.0
4731,0.0
4732,1.0
4733,1.0
4738,1.0
4739,1.0
4740,0.0
4743,0.0
4748,0.0
4762,1.0
4769,0.0
4772,1.0
4773,1.0
4777,1.0
4779,0.0
4787,0.0
4788,0.0
4789,1.0
4791,0.0
4792,1.0
4794,0.0
4800,1.0
4802,1.0
4803,1.0
4805,0.0
4806,1.0
4809,1.0
4812,1.0
4813,0.0
4815,1.0
4816,0.0
4819,1.0
4820,0.0
4821,0.0
4824,0.0
4830,1.0
4834,0.0
4835,1.0
4839,0.0
4840,1.0
4843,0.0
4845,0.0
4846,0.0
4847,1.0
4849,0.0
4850,1.0
4852,0.0
4854,0.0
4855,1.0
4858,0.0
4860,0.0
4862,0.0
4864,0.0
4866,1.0
4870,1.0
4872,0.0
4873,0.0
4875,1.0
4879,0.0
4882,1.0
4885,1.0
4891,0.0
4894,0.0
4899,0.0
4901,0.0
4903,0.0
4904,1.0
4905,1.0
4906,0.0
4909,1.0
4910,0.0
4915,1.0
4918,1.0
4919,0.0
4920,1.0
4922,1.0
4924,0.0
4926,0.0
4928,1.0
4929,1.0
4930,1.0
4932,1.0
4933,1.0
4936,1.0
4939,0.0
4941,0.0
4943,0.0
4944,1.0
4947,0.0
4949,1.0
4950,0.0
4951,1.0
4953,1.0
4955,1.0
4956,0.0
4962,1.0
4963,1.0
4966,1.0
4967,0.0
4968,0.0
4970,0.0
4971,0.0
4974,0.0
4976,1.0
4977,1.0
4978,0.0
4979,1.0
4980,1.0
4981,1.0
4983,1.0
4984,1.0
4986,0.0
4988,1.0
4989,1.0
4990,1.0
4992,1.0
4994,0.0
4996,0.0
4999,1.0
5000,0.0
5001,1.0
5005,1.0
5006,1.0
5008,1.0
5010,0.0
5013,1.0
5014,0.0
5017,0.0
5019,1.0
5020,0.0
5022,1.0
5025,1.0
5026,1.0
5028,0.0
5031,1.0
5034,0.0
5035,1.0
5036,0.0
5040,0.0
5042,1.0
5043,0.0
5046,1.0
5048,1.0
5049,0.0
5053,1.0
5054,0.0
5057,1.0
5059,0.0
5061,1.0
5064,1.0
5066,1.0
5069,1.0
5071,1.0
5076,0.0
5077,0.0
5078,1.0
5079,0.0
5081,0.0
5082,0.0
5083,0.0
5094,0.0
5100,1.0
5106,1.0
5107,0.0
5110,0.0
5115,1.0
5116,0.0
5117,0.0
5118,1.0
5122,1.0
5124,0.0
5130,1.0
5133,0.0
5135,0.0
5137,0.0
5138,1.0
5140,1.0
5141,0.0
5142,1.0
5143,0.0
5144,0.0
5146,1.0
5147,1.0
5150,1.0
5152,0.0
5155,1.0
5158,0.0
5159,0.0
5160,0.0
5161,1.0
5162,1.0
